Origin,Target,weight
PROP1,CGA,1
PROP1,LHB,1
IRF3,CXCL8,1
IRF2,CASP8,1
ZNF91,CDKN2B,1
HNF1A,MUC4,1
EN1,TUBB3,1
NR4A2,TUBB3,1
STAT6,CNR1,1
GTF2IRD1,LARGE1,-1
RUNX2,NELL1,1
ATF4,TRPV6,1
MYOD1,HRH3,1
MYOD1,SMARCA1,1
MYOD1,SMARCA4,1
NR4A1,GC,1
HNF4A,CCND2,1
BACH2,PRDM1,-1
MAFK,PRDM1,-1
PAX2,RET,1
PAX8,RET,1
PAX6,MMP2,1
TP53,BIK,1
PROX1,KDR,1
CTCFL,PRMT7,1
OVOL1,OVOL2,-1
SP1,DDIT3,1
GATA4,RASA1,1
POU3F1,MPZ,-1
ZBTB17,NDRG2,-1
MYC,NDRG2,-1
HNF1A,UGT1A3,1
HNF1A,UGT1A4,1
HNF4A,UBE2B,1
TP53,SHH,1
TP63,SHH,1
TP73,SHH,1
FOXN1,WNT4,1
SPI1,CCND2,1
HNF4A,PRMT1,1
ATF2,MAPKAP1,1
NR2C2,OXT,1
VDR,CYP7A1,-1
VDR,NR1H3,1
NR1H3,VDR,1
HOXB2,KRT8,1
PDX1,KRT19,1
CREBZF,SERPINB5,1
SATB1,BCL2,1
SP4,NTF3,1
SP1,NTF3,1
ELF3,CLDN7,1
DLX3,RUNX2,1
DLX3,NPPA,1
DLX5,NPPA,1
USF1,APLN,1
EBF1,CEBPA,1
CEBPB,EBF1,1
HNF1A,PROS1,1
HNF4A,PROS1,1
PPARA,IGFBP1,1
FOXO1,GCG,1
STAT2,PML,1
NR1H4,DDAH1,1
TFCP2,RELN,1
CXXC1,RELN,1
DNMT1,GAD1,-1
PAX2,GBX2,1
NR3C1,MYLK,-1
DLX5,BMP4,1
DLX5,DKK1,1
DLX5,DPPA4,1
DLX5,LEFTY2,1
DLX5,THY1,1
EOMES,DKK1,1
EOMES,DPPA4,1
EOMES,LEFTY2,1
EOMES,THY1,1
GATA6,BMP4,1
GATA6,DKK1,1
GATA6,DPPA4,1
GATA6,LEFTY2,1
GATA6,THY1,1
HLX,BMP4,1
HLX,DPPA4,1
HLX,LEFTY2,1
HLX,THY1,1
POU5F1,BMP4,-1
POU5F1,DKK1,-1
POU5F1,LEFTY2,1
POU5F1,THY1,1
TBX18,DKK1,-1
TBX18,DPPA4,-1
TBX18,LEFTY2,-1
TBX18,THY1,-1
ZFP42,BMP4,1
ZFP42,DKK1,1
ZFP42,DPPA4,1
ZFP42,LEFTY2,1
ZFP42,THY1,1
PROX1,CDKN1B,1
PROX1,CDKN1C,1
AHR,CDKN2B,1
AHR,TP53,1
TP53,CDKN2B,1
JUN,CFLAR,-1
KLF6,MMP9,-1
SP2,MMP9,-1
TBP,MAPK8,1
TBP,MAPK9,1
ELK1,TBP,1
KLF13,CREBBP,1
KLF13,KAT2B,1
GATA3,FUT7,-1
TBX21,FUT7,1
DACH2,HELT,-1
HELT,HELT,1
CEBPG,NEUROD6,1
CEBPB,NEUROD6,1
NFE2L2,ADRA1D,1
NFE2L2,GSTK1,1
TP53,MMP9,-1
GATA3,MUC1,1
ESRRG,PDK4,1
ZNF250,TRIM28,-1
ZNF350,CDKN1A,-1
AR,GRP,1
TP53,HIC1,1
HIC1,TP53,-1
ATF2,MMP2,1
ZBTB17,BCL2,1
PBX1,MC2R,1
PBX1,NR5A1,1
NR5A1,PBX1,1
RELA,BNIP3,-1
ZBTB16,PIK3C3,1
ZBTB16,PIK3R1,1
ZBTB16,IK,1
MAF,BTK,1
ATF2,CD1A,1
CREB1,CD1A,-1
NFKB2,AR,1
NFKB2,IL1B,1
RELB,AR,1
ATF1,FOSL1,1
CREB1,FOSL1,1
ELK1,FOSL1,1
MAX,CEBPA,1
MAX,CSF3R,1
CREB1,MITF,1
CREB1,TYR,1
ESR1,MUC1,1
REST,TYRP1,-1
PPARD,PPARGC1A,1
NFATC1,MMP9,1
JUND,GADD45A,1
TFE3,BEST1,1
TFEB,BEST1,1
NFKB1,SOD2,1
TBPL1,PCNA,1
NR3C1,AFP,-1
FOS,AFP,1
TP53,ODC1,1
MYC,MTDH,1
FOXO1,ADIPOQ,1
SP1,SP5,1
SP5,CDKN1A,-1
SP1,WNT2,1
THRB,GH1,1
THRB,GHRHR,1
STAT1,BACE1,1
NFATC1,LIMD1,1
NFATC1,TRAF6,1
HOXC8,NKD2,-1
VDR,PTH,-1
HES1,BCL2,1
RELA,BCL2,1
TBP,AURKA,1
TBP,CCNB1,1
NFYA,AURKA,1
CREB1,POLL,1
SP1,POLL,1
VSX2,POLL,1
HIF1A,CASP3,1
HNF4A,S100A4,1
FOXM1,BRCA2,1
FOXM1,XRCC1,1
MEF2A,MEF2C,1
MEF2C,MEF2A,1
ETS1,EBF1,1
SPI1,EBF1,1
RUNX2,NFATC2,1
MITF,OSTM1,1
MITF,TNFSF11,1
MITF,CLCN7,1
NCOA1,SCNN1A,1
NR3C2,UBE2I,1
E2F1,BRCA1,1
POU2F2,RETN,1
NFATC4,NFATC4,1
ARNT,AQP5,1
HIF1A,AQP5,1
TFCP2,CRH,1
MEF2A,ATF3,1
AR,NCOA3,1
NCOA3,AR,1
TBPL1,WEE1,1
NR3C1,BNIP3,1
DLX3,PGF,1
NR1H3,CRP,1
XBP1,XBP1,1
MYOD1,MYH7,1
MEF2D,MYH13,1
MYOD1,MYH13,1
NFATC1,MYH13,1
MEF2D,MYH7,1
NKX3-1,MAP4K4,1
NFE2,SLC7A11,1
HOXB1,HOXA2,1
DNMT1,GTF2F1,1
DLX4,IFNA1,-1
DLX4,IFNG,-1
KLF11,MYC,-1
PAX6,TYR,1
STAT1,CCN2,-1
SPI1,CSF1R,1
SPI1,ADGRE4P,1
NFATC4,IL2,1
PPARG,TFF2,1
RBAK,ZNF226,1
VDR,MAPK14,1
JUN,VDR,1
SP1,XIAP,1
CTCF,CTCF,1
SP1,BIRC5,1
USF1,AKR1B1,1
MYB,PCNA,1
BCL6,GZMB,1
ETV5,PSEN1,-1
PITX2,ST8SIA2,1
NR1H4,ABCC3,1
WT1,GC,1
YY1,FCGR2B,1
NFIC,CDKN1A,-1
ZNF217,CDH1,-1
TP53,CXCR4,-1
PGR,ABCB1,1
HOXB1,PBX1,-1
PBX1,HOXB1,1
FOXO3,ID1,-1
SMAD4,MYC,-1
LEF1,MYC,1
MBD2,PTPN6,-1
MBD2,VAMP7,-1
TFAP2A,SLC5A6,1
RELA,ABCA1,-1
ATF4,EIF2AK2,1
ATF4,PSEN1,1
KLF6,LAMA1,1
FIZ1,PDE6B,1
CRX,PDE6B,1
IRF1,COL1A2,-1
PAX3,SETDB1,1
SP1,SETDB1,1
SP3,SETDB1,1
RUNX1,SLC22A4,1
SP1,SLC22A4,1
KAT7,S100A4,1
HIF1A,PFKFB1,1
HIF1A,PFKFB2,1
POU4F2,BAX,1
TP53,RGCC,1
IKZF1,IL2,-1
NFIC,CYP2A13,1
CEBPG,CYP2A13,1
CEBPD,CYP2A13,1
MAFA,GLP1R,1
MAFA,PC,1
MAFA,PCSK1,1
MAFA,SLC2A2,1
NKX6-1,GLP1R,1
NKX6-1,PC,1
NKX6-1,PCSK1,1
NKX6-1,SLC2A2,1
PDX1,GLP1R,1
PDX1,PC,1
PDX1,PCSK1,1
PDX1,SLC2A2,1
RELA,NGF,1
RELA,OPRD1,1
NR3C1,INS,-1
EGR1,PDX1,1
STAT1,MUC1,1
STAT3,MUC1,1
MYC,BMI1,1
CREB1,AKT1,1
SP1,TWIST1,1
MAFB,TNFSF11,1
KLF5,EGFR,1
RUNX2,FGF18,1
NR5A2,IL1RN,1
IRF1,MC1R,1
NFE2L2,MTIF2,1
ZNF384,GFAP,1
ESR1,CDKN1B,-1
HINFP,FGFR1,1
HINFP,CHKA,1
NR1I3,SULT2A1,1
ELF4,MAP2K2,1
POU3F2,RB1,1
ZBTB17,RBBP8,1
ZBTB17,SAE1,1
ZBTB17,SENP1,1
ZBTB17,UBE2I,1
MITF,AKT1,1
MITF,TNFRSF11A,1
ESR2,CREBBP,1
CREB1,IL13,1
LMX1B,FGF8,1
LMX1B,LMX1B,1
NFATC1,AQP2,1
E2F2,CDKN1A,1
GATA4,APC,1
GATA4,MGMT,1
GATA5,APC,1
GATA5,MGMT,1
GATA5,RASSF1,1
STAT2,CCL2,1
DLX5,MAB21L1,1
NCOA3,PSME3,1
MYC,BIRC5,1
CREB1,CCN5,1
AR,PSAP,1
DNMT1,FGFR1,1
DNMT1,KRT9,1
DNMT1,RRP8,1
DNMT1,SUV39H1,1
E2F1,DDB2,1
E2F3,DDB2,1
E2F1,CDKN1C,1
ESR1,CDKN1C,1
TBX3,BMP4,-1
TBX5,BMP4,1
VAX2,BMP4,1
TBX2,BMP4,1
REST,HCN4,-1
PRDM4,C6,1
TBPL1,C6,1
TP53,MAP3K11,1
ESR1,GAS6,1
NR1H3,SLC51A,1
NR1H3,SLC51B,1
KLF5,CDK1,1
KLF5,PIAS1,1
MEIS2,EPHA8,1
PBX2,EPHA8,1
E2F1,NRP1,1
HMGA1,PIK3R1,1
HIF1A,CCR7,1
E2F1,AR,-1
PLAGL1,PPARG,1
SPI1,DRG1,1
ATF3,DRG1,1
HIF1A,CD44,1
STAT1,MMP13,-1
CDX2,TFF3,1
PAX8,DUOX1,1
PAX8,HCRT,1
PAX8,TH,1
TTF1,DUOX1,-1
TTF1,HCRT,1
TTF1,TH,1
IRF1,CCL19,1
IRF3,CCL19,1
IRF7,CCL19,1
STAT5A,FOXP3,1
JUN,PAK3,1
MITF,DIAPH1,1
MITF,CDKN1B,-1
POU5F1,TCL1A,1
CDX4,HOXA9,1
CREM,CCND1,-1
ATF4,S100A8,1
TP53,MDFIC,1
TP53,NOTCH1,-1
ZKSCAN7,EPCAM,-1
ATF2,GADD45A,1
ATF2,SERPINB5,1
CEBPG,ORM1,1
SPI1,HP,1
SPI1,ORM1,1
ZNF384,AFP,1
PGR,FOLR1,1
SP1,FOLR1,1
SP3,FOLR1,1
SP4,FOLR1,1
EGR4,SLC12A5,1
CREB3,CCL15,1
SP1,SYT11,1
YY1,SYT11,1
NFATC4,ESR2,1
MYOG,SMARCA4,1
JUN,SP1,1
SP1,JUN,1
POU2F3,MMP19,-1
POU3F1,MMP19,-1
POU3F1,IVL,1
JUNB,PENK,1
JUND,PENK,1
RUNX3,IFNG,1
RUNX3,IL4,-1
TBX21,IL4,1
HSF4,ABCC3,-1
CEBPB,ABCC3,1
CEBPA,SERPINE1,1
SP1,MCL1,1
SP3,MCL1,1
HOXA13,SOSTDC1,-1
SPI1,NF1,1
IRF2,NF1,1
PBX1,VCP,1
CREB1,PRKCE,1
NR4A3,AK5,1
IRF1,CXCL11,-1
IRF2,CXCL11,1
NFKB1,CXCL11,1
RELA,CXCL11,1
STAT3,CXCL11,1
EPAS1,SLC2A4,1
EPAS1,INS,1
AR,NKX3-1,1
NKX3-1,AR,-1
CLOCK,NR0B2,1
JUNB,HMOX1,1
JUND,HMOX1,1
FOSL1,IVL,1
MEF2C,MAPK1,1
JUN,HIPK3,1
TP53,MCM5,-1
HNF1B,ABCC2,1
HNF1B,IGF1,1
SMAD1,RUNX1,1
ETS1,BAX,-1
GFI1,BAX,-1
PPARG,SLC1A2,1
PPARG,SLC1A3,1
RUNX2,PRKN,1
IRF3,IRF3,1
EGR2,CCL2,1
SRF,CCN2,1
NCOA1,BGLAP,1
ATF2,BCL2,1
STAT5A,SMN1,1
PITX2,THBS2,1
NR3C1,NOTCH4,1
ZBED1,MT-ATP6,1
HIF1A,TXN,1
HIF1A,TXN2,1
HIF1A,EIF4E,1
YY1,PTGS2,1
ONECUT1,TTR,1
CREB1,CLDN11,1
CUX1,WNT5A,1
GATA4,CYP19A1,1
GATA4,FSHB,1
SP1,TLR4,1
TFCP2,CEBPD,1
TP63,DES,1
SOX9,AR,1
FOXO3,CCN1,1
TFAP2A,PTGER4,1
MAZ,VEGFA,1
MAZ,IL1B,-1
NFATC2,CD40LG,1
STAT6,PTGS2,1
NFATC1,MAPK1,1
FOS,TRAF6,1
JUN,GAB2,1
USF2,TFAP4,1
TFAP4,CEBPA,-1
SP3,SCNN1G,1
FOXO4,MMP9,1
FOXO4,TNF,1
POU2F1,EMC10,1
POU2F2,EMC10,1
NFATC4,PIK3R1,1
TAL1,CDH5,1
TCF3,CDH5,1
MYB,CCNB1,1
NRL,OPN1SW,1
THRB,OPN1SW,-1
CEBPG,SMYD2,1
KLF2,TNF,1
CEBPE,GFI1,1
CEBPE,MMP8,1
GFI1,MMP8,-1
PRDM2,LHB,1
TP53,CYFIP2,1
RBPJ,PTEN,-1
KLF13,KLF13,1
NFKB1,NOS1,1
RELA,NOS1,1
VDR,CYP27B1,-1
SMAD3,PAX6,-1
SP1,CLDN1,1
SP3,CLDN1,1
CEBPB,CDK9,1
DDIT3,CDK9,1
CEBPB,TAT,1
JUND,CDK4,-1
JUND,CDK2,-1
CEBPA,FOS,1
NEUROD1,FOS,1
STAT5B,HSD17B1,1
AR,GRK3,1
SPI1,CCL2,1
STAT1,CSNK2A2,1
SP1,GSN,1
SP1,EEF1A2,1
ATF2,TGFB1,1
ATF2,MMP9,1
RELA,ERVW-1,1
RELA,MTR,1
DLX2,NRP2,-1
DLX1,NRP2,-1
ASCL1,PKM,1
CLOCK,PKM,1
NEUROG1,PKM,1
PDX1,MAFA,1
MAFA,PDX1,1
NEUROD1,MAFA,1
MAFA,NEUROD1,1
PDX1,NEUROD1,1
NEUROD1,PDX1,1
SNAI1,NPHS1,-1
SP1,CTAG1B,1
FOXF1,ITGB3,1
ESR2,EPHB2,1
NKX6-1,GCG,-1
AR,MYO5A,1
NFE2L2,ELANE,1
PRDM1,TP53,-1
HNF1A,UGT1A9,1
TBX3,TP53,-1
TP53,TBX3,1
FOXA2,CPT1A,1
FOXA2,HMGCS2,1
NR1I2,CPT1A,1
NR1I2,HMGCS2,-1
FOXA2,SLC25A1,1
NR1I2,SLC25A1,1
ATF2,ATF4,1
ATF4,ATF2,1
SOX9,HES1,1
PPARG,NAMPT,1
TCF3,GFI1B,1
GATA3,GFI1B,1
GFI1B,GATA3,-1
RARA,ABCC3,-1
GATA4,BCL2L1,1
SNAI1,ADRA1D,-1
DDIT3,TNFRSF10B,1
SP1,FZD5,1
MYOD1,CFAP410,1
REL,EBP,1
NFIL3,PER2,1
PPARA,PPARGC1A,1
GATA3,CD28,1
SOX9,HPGDS,1
SRY,HPGDS,1
FOS,HMOX1,1
CEBPB,LYPD3,1
SP1,LYPD3,1
SP3,LYPD3,1
JUN,LYPD3,1
NR4A2,MMP1,-1
TFE3,MET,1
AR,MET,-1
RUNX1,CDKN2B,-1
SP1,PRSS50,1
TP53,PRSS50,1
ETS1,ANGPT2,1
MYC,SPTA1,1
HIF1A,RUNX1T1,1
CREB1,SOX9,1
SP1,SOX9,1
NFYA,CCNB2,1
HNF4A,CDH3,1
NR5A2,GNRHR,1
SMAD9,BMP2,1
STAT1,GBP2,1
IRF1,GBP2,1
HNF4A,EPHB2,1
BCL6,PCGF1,1
IRF3,PRKCA,1
CREB1,IFNB1,1
CREB3,CREB3,1
CREB3,HP,1
ZBTB7B,CD4,1
ZBTB7B,CD8A,-1
ZNF143,FEN1,1
CDX2,IGFBP3,-1
SP1,PDCD4,1
SP3,PDCD4,1
ZNF395,SLC5A5,1
RELB,CFLAR,1
HES6,INS,-1
NEUROG3,INSM1,1
INSM1,CREBBP,-1
PRDM1,CAMK4,-1
PRDM1,HLA-E,-1
NFE2L2,TOMM20,1
MEOX2,MYF5,1
TBX10,MRGPRF,1
TBX10,TNFRSF6B,1
CEBPB,KAT2B,1
EOMES,IFNG,1
PREB,VPREB1,1
PREB,IGLL1,1
PAX5,VPREB1,1
HIF1A,BACE1,1
NFIA,BACE1,1
NFE2L2,IGKV2D-26,1
CEBPB,YWHAE,1
PPARD,YWHAE,1
CEBPG,YWHAE,1
PREB,IL7,1
TP53,DRAM1,1
HOXA13,CISH,1
HOXA13,EPHA6,1
HMGA2,AQP5,1
FOXH1,KDR,1
SP1,LITAF,1
CRX,GNGT1,1
RARA,NOS2,1
ATF6,MBTPS1,1
ATF6,MBTPS2,1
ATF6,S1PR1,1
NFKB1,MBTPS1,1
NFKB1,MBTPS2,1
NFKB1,S1PR1,1
ATF6,ATF6,1
NFKB1,ATF6,1
EGR1,STIM1,1
MNT,ERG,-1
SPI1,NKX2-5,1
SPI1,TLX3,1
SMAD4,CLDN1,-1
TP53,MUC1,1
KLF11,BCL2L1,1
JUNB,BGLAP,1
JUND,BGLAP,1
HNF4A,ID2,1
SP1,KCNH2,1
NKX3-1,KCNH2,-1
LHX3,GLB1,1
HOXA7,CDKN1B,1
MYB,OVOL1,1
OVOL1,OVOL1,-1
NR3C2,EGFR,1
HIVEP2,BGLAP,1
ESR1,IL1A,1
NFE2L2,AQP1,1
NFE2L2,CREBBP,1
GATA3,CD80,1
POU2F2,SLC22A2,1
USF1,SLC22A2,1
POU2F1,CDKN2B,-1
ELF4,CDKN2B,1
E2F1,MAT2A,1
E2F3,MAT2A,1
E2F4,MAT2A,1
JUN,TFF1,1
TP53,TSPYL2,1
TP53,DNM1L,1
TP53,MAML1,1
NFKB1,DRD2,1
REL,DRD2,1
RELA,DRD2,1
FOXO1,GK,1
NFATC3,ACHE,1
NFATC4,ACHE,1
CREB1,PTHLH,1
SP1,TSG101,1
EPAS1,SOD2,1
EPAS1,FGF2,1
STAT3,PHB1,1
SOX10,MAG,1
HOXA10,IBSP,1
RUNX1,GZMB,1
JUND,PDGFRB,1
NR2C2,TERT,1
MYC,PTK2,1
FOXM1,FOXA2,1
NR5A1,PTPRJ,1
HOXA9,PIM1,1
CREB1,CD14,1
EGR2,PER1,1
FOS,PER1,1
MAFF,PER1,1
MITF,PER1,1
NFIL3,PER1,1
NR4A1,PER1,1
NR4A2,PER1,1
SALL1,PER1,1
E2F1,ASF1B,1
NFYA,ASF1A,1
NFYA,ASF1B,1
SP1,ASF1A,1
SP1,ASF1B,1
AHR,AIP,1
PPARG,IVL,1
STAT5A,IVL,1
PDX1,IL1B,1
ZFHX3,MUC5AC,-1
KAT7,PTEN,1
TWIST1,AKT2,1
TP53,HNRNPD,1
GATA1,ERCC1,1
FOS,CFLAR,-1
CEBPB,XIAP,1
TP53,CKS2,-1
TP63,CKS2,-1
TP73,CKS2,-1
TBP,IL2RA,1
STAT4,TNF,1
IRF2,CASP1,1
CREM,CHGA,1
MEF2C,MYOZ1,1
NFATC4,MYOZ1,1
MAX,PKLR,1
MYC,PKLR,1
MYC,FOXM1,1
FOXM1,MYC,1
MYC,MLXIPL,1
MEF2A,ASPH,1
JUNB,VEGFA,1
SATB1,SPARC,1
HNF4A,KCNK3,1
KAT7,DIO1,1
NCOA1,DIO1,1
NCOA1,LEP,1
STAT3,MED1,1
PHOX2A,CHRNA3,1
SP1,CHRNA3,1
TP53,CDC42BPA,1
TP53,ROCK1,1
NKX3-1,TP73,1
STAT1,BAX,1
STAT1,TP73,1
ATF4,CSF1R,1
ATF4,ELANE,1
ATF4,THEG,1
ATF4,CEBPA,1
ATF4,CEBPE,1
CEBPE,ATF4,1
FOSL1,CCNA2,1
PITX3,BDNF,1
PITX3,GDNF,1
RELA,BMP4,1
SP1,BMP4,1
SP3,BIRC5,1
SP1,SND1,1
ESR1,RUNX2,1
RUNX2,ESR1,-1
RUNX2,TERT,-1
RUNX3,SP7,-1
ISL1,GHRL,1
NEUROD1,GHRL,1
NKX2-2,GHRL,1
NKX2-2,SST,1
PPARA,BRS3,1
TFAP2A,BRS3,1
HIF1A,HIF3A,1
HIF3A,HIF1A,1
GATA3,CD5,-1
NRF1,PPARGC1B,1
ARNT,MYOCD,1
NCOA3,C4A,1
NCOA3,CALCA,1
NCOA3,MYH14,1
FOXP3,OGA,1
KAT7,TAT,1
AIRE,MUC6,1
ZEB1,COL1A2,-1
HIF1A,LIFR,-1
MESP2,RIPPLY2,1
SOX9,FURIN,1
STAT5A,PDK4,1
PPARA,SPP1,-1
SPI1,AAR2,1
THRB,GPHA2,1
STAT3,IL17A,1
STAT5A,IL17A,1
CTCF,RB1,1
ZBTB33,RB1,1
CEBPA,MT2A,1
SMAD1,CXCL2,1
RELA,BTG2,1
MYB,ITPR1,1
SOX15,FOXK1,1
FOXM1,NFATC3,1
ELF2,VCP,1
ESR1,RELB,-1
RELB,ESR1,-1
AR,PEG10,1
JUNB,GHRHR,1
SP3,CDKN2A,1
NFAT5,ACAN,1
TTF1,AQP1,1
MITF,MET,1
RELA,SELE,1
STAT6,CCL23,1
EGR1,CDC20,-1
PAX6,HIPK2,1
PAX6,MAPK1,1
EBF1,POSTN,1
GFI1,SOCS3,-1
ETS1,IL10,1
SP1,TIMP3,1
MEF2A,SNRPB,1
TP53,CKS1B,-1
TP63,CKS1B,-1
TP73,CKS1B,-1
RUNX1,IFNG,1
RUNX1,IL2,1
CEBPE,DDIT4,1
ZBED1,RFC1,1
IKZF1,IKZF3,1
TFAP4,IKZF3,1
NFKB1,BACE1,-1
RELA,BACE1,1
JUNB,JUND,1
JUND,JUNB,1
NCOA2,TNFSF14,1
CEBPB,PTHLH,1
NR4A3,MUC5AC,1
ZEB1,PKP3,-1
NFIA,CCND2,1
GFI1,BIRC5,-1
TP53,CLIP1,1
NR4A2,GCH1,1
NR4A1,GCH1,1
CEBPB,GCH1,1
IRF1,CD74,1
ESR1,KLRC3,1
NCOA1,KLRC3,1
NCOA2,KLRC3,1
KAT7,PTGS2,1
SNAI1,VDR,-1
NR1H3,TFAP2A,1
LEF1,DKK4,1
NFATC2,PSMA5,1
NFATC2,PRKCG,1
TP63,OGG1,1
HNF4A,TPO,1
NCOA1,SRC,1
SPI1,TSPO,1
SP1,TSPO,1
SP3,TSPO,1
SPI1,DCSTAMP,1
FOS,DCSTAMP,1
NFATC1,DCSTAMP,1
HNF4A,MAPK1,1
TP53,BAG6,1
IKZF4,CTSK,1
GATA4,ABCG8,1
GATA6,ABCG8,1
HNF4A,ABCG8,-1
PTF1A,PDX1,1
FOXM1,MMP2,1
BCL6,GHRHR,1
PPARA,CYP2C9,-1
PPARA,CYP4A11,1
TBX2,COL1A2,-1
FOXA2,PC,1
USF1,PC,1
ATF1,THBS1,-1
ATF1,HGF,1
IRF1,CCND1,-1
AR,UBC,1
SP1,FLT1,1
SP3,FLT1,1
SP4,FLT1,1
NKX2-1,CALCA,1
PAX9,CALCA,1
NKX2-1,CIP2A,1
PAX9,CIP2A,1
FOSB,FOSB,-1
SOX6,CCND1,-1
PPARA,HMOX1,1
PPARG,HMOX1,1
AHR,VEGFA,-1
CREB1,SPP1,1
ETS1,TIMM17A,1
FOS,TIMM17A,1
JUN,TIMM17A,1
MYC,TIMM17A,1
ETS2,TIMM17A,1
MEF2A,ABRA,1
JUND,TCIRG1,1
JUND,TNFSF11,1
FOSL2,TCIRG1,1
GFI1B,BCL2L1,1
WT1,AMHR2,1
AR,SLC2A1,1
HIF1A,KLK3,1
STAT5B,IGFBP1,-1
HSF1,GAST,1
STAT3,HSP90AA2P,1
SOX17,SCGB1A1,1
MAF,CDKN1B,1
JUN,HRK,1
EBF1,CEACAM1,1
JUNB,EGF,1
WT1,EGF,1
HOXA10,DUSP4,1
ATF4,INS,1
NFATC4,COL1A1,1
SCX,COL1A1,1
NR2C1,HBE1,1
NR2C1,HBG1,1
NR2C2,HBE1,1
NR2C2,HBG1,1
RUNX1,CDK6,1
CEBPB,SOX6,1
CEBPB,CES4A,1
HIF1A,ABCB1,1
RXRA,PLD1,1
VDR,PLD1,1
STAT6,JAK1,1
STAT6,KRAS,1
MAX,GNG3,1
MAX,PPIG,1
MAX,UGT1A1,1
TBX4,GNG3,1
TBX4,PPIG,1
TBX4,UGT1A1,1
PPARD,GYS2,-1
PPARG,GYS2,1
PPARA,GYS2,1
NFKB1,YY1,1
RELA,YY1,1
MITF,MYL4,1
HOXA10,STXBP1,1
NR5A2,PTGDS,1
SREBF1,PTGDS,1
NFAT5,CYP2E1,1
CLOCK,DUSP1,1
VDR,NPR1,1
KLF1,CDKN2C,1
KLF1,THEG,1
NKX2-2,RAB34,1
HIF1A,ACAN,1
ASCL1,PDGFRA,1
GLI2,BGLAP,1
JUN,IL7R,1
SP1,KCNQ1,1
DNMT1,RECK,1
HESX1,HESX1,-1
POU1F1,HESX1,1
HESX1,POU1F1,-1
PROP1,HESX1,1
HESX1,PROP1,-1
PROP1,POU1F1,1
POU1F1,PROP1,1
HESX1,FSHB,-1
REL,RELB,1
LHX2,TSHB,1
USF1,LGALS3BP,1
USF2,IFNA1,1
USF2,IGF1,1
USF2,INS,1
USF2,LGALS3BP,1
SP1,GCK,1
SP3,GCK,1
SP3,INS,1
CEBPB,LCN2,1
RARA,GNRH2,1
RELA,GNRH2,-1
E2F1,DUSP4,1
SPI1,PCGF2,1
HOXA9,SELE,1
LEF1,CDH1,-1
SMAD4,CDH1,-1
SREBF1,HMOX1,1
SREBF2,HMOX1,1
TP53,TADA3,1
NR2F2,REN,-1
THRA,PCK1,1
ESR1,PADI4,1
SP1,PADI4,1
NPAS1,TH,-1
ARNT,TH,1
LEF1,PSMD4,1
PPARD,SERPINA3,1
PPARA,CIDEA,1
PPARG,CIDEA,1
PLAGL2,NCF2,1
PLAGL2,STXBP1,1
PLAGL2,TNF,1
ZNF354C,NCF2,-1
NFATC2,IL2RA,1
CREB1,VEGFA,1
CEBPA,ANXA1,1
RUNX1,ANXA1,1
JDP2,CEBPD,-1
NR1I3,NR1I3,1
ARNT,IGKV2D-26,1
USF1,IGKV2D-26,1
ETV4,CCND3,1
NFE2L2,MAPK1,1
ZIC3,NPPA,1
BCL6,PDCD2,-1
CDX2,CDX2,1
TCF7L2,CDX2,1
CDX2,CCND1,-1
CDX2,CDKN2A,-1
PITX1,CRH,1
TBX19,CRH,1
E2F1,KLF6,1
FOXA2,AQP3,1
MYC,CEBPD,-1
MAX,CEBPD,1
MYC,EBP,1
MYC,RHBDF2,1
ZBTB17,CEBPD,1
ESR1,CCAR2,1
HIF1A,CCL2,1
HIF1A,CMA1,1
IRF1,TLR7,1
JUNB,PDLIM7,1
ESR2,C3,1
ZNF143,BUB1B,1
EGR2,SOX10,1
SOX10,EGR2,1
ATF5,WASF1,1
POU2F1,CYP4A11,1
JUN,CYP4A11,1
E2F1,FOXO1,1
E2F1,FOXO3,1
ESR1,FOXO1,1
CREB1,FST,1
CEBPG,BPI,1
HMGA1,PTGS2,1
AR,MED1,1
AR,SPDEF,1
NKX3-1,SPDEF,1
SOX5,COMP,1
SOX6,COMP,1
SOX9,COMP,1
SON,COMP,1
ZBTB7A,ZBTB7A,-1
MYC,DKK1,-1
MYC,SFRP1,-1
MYC,WNT2,1
LYL1,CD4,-1
TCF3,CD4,1
ESR1,AREG,1
ESR1,STC2,1
GLIS3,FGF18,1
ZNF91,FGF18,1
NFATC4,NGF,1
HOXC11,S100B,1
HOXC6,S100B,1
HIF1A,CXCL8,1
HIF1A,MAPK1,1
HNF1A,GPR39,1
SP1,GPR39,1
ZFHX2,PSEN1,1
ZNF699,PSEN1,-1
TCF3,ID1,1
XBP1,JUN,1
FOS,EPHX2,1
JUN,EPHX2,1
NCOA1,AGT,1
NCOA1,IL6,1
RELA,SRC,1
NCOA1,MAPK1,1
CREBZF,CREBZF,1
NR1D1,NR1D1,-1
TBP,UGT1A1,1
CUX1,CXCL14,-1
RELA,NPPA,1
MAFB,TBP,1
OTX2,MSX1,1
FOXI1,SLC26A4,1
CEBPA,DGAT2,1
CEBPB,DGAT2,1
AR,ETV1,1
ETV1,AR,1
PHOX2A,TLX2,1
TLX2,PHOX2A,1
ELK1,PTGS2,1
ETS1,PTGS2,1
NR4A2,BDNF,1
FOXC2,MYOD1,1
MAF,CSF2,1
